user_id,day,source,code,title,message,severity
1,2025-09-21,ml,overspend_day,Daily overspending alert,"You spent $222 today, which is much higher than your usual daily average of $67.",warn
1,2025-09-21,ml,risk_overspend,High overspending risk,You are at high risk of overspending based on your recent financial behavior.,critical
1,2025-09-21,ml,risk_guilt_spending,High guilt-based spending risk,Your spending shows patterns of emotional or guilt-driven purchases.,warn
1,2025-09-21,ml,weekend_spike,Weekend spending spike,Your weekend spending is significantly above your usual weekly levels.,warn
1,2025-09-21,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
1,2025-09-23,ml,overspend_day,Daily overspending alert,"You spent $304 today, which is much higher than your usual daily average of $80.",warn
1,2025-09-23,ml,risk_overspend,High overspending risk,You are at high risk of overspending based on your recent financial behavior.,critical
1,2025-09-23,ml,want_spike,High want-spending today,You are spending mostly on 'want' items today. Keep an eye on discretionary habits.,info
1,2025-09-23,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
1,2025-09-25,ml,overspend_week,Weekly overspending trend,Your recent weekly spending is more than 25% higher than your usual monthly level. You might be drifting off track.,warn
1,2025-09-25,ml,risk_guilt_spending,High guilt-based spending risk,Your spending shows patterns of emotional or guilt-driven purchases.,warn
1,2025-09-25,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
1,2025-09-26,ml,overspend_week,Weekly overspending trend,Your recent weekly spending is more than 25% higher than your usual monthly level. You might be drifting off track.,warn
1,2025-09-27,ml,overspend_week,Weekly overspending trend,Your recent weekly spending is more than 25% higher than your usual monthly level. You might be drifting off track.,warn
1,2025-09-29,ml,overspend_day,Daily overspending alert,"You spent $336 today, which is much higher than your usual daily average of $125.",warn
1,2025-09-29,ml,overspend_week,Weekly overspending trend,Your recent weekly spending is more than 25% higher than your usual monthly level. You might be drifting off track.,warn
1,2025-09-29,ml,risk_overspend,High overspending risk,You are at high risk of overspending based on your recent financial behavior.,critical
1,2025-09-29,ml,risk_guilt_spending,High guilt-based spending risk,Your spending shows patterns of emotional or guilt-driven purchases.,warn
1,2025-09-30,ml,risk_guilt_spending,High guilt-based spending risk,Your spending shows patterns of emotional or guilt-driven purchases.,warn
1,2025-09-30,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
1,2025-10-01,ml,want_spike,High want-spending today,You are spending mostly on 'want' items today. Keep an eye on discretionary habits.,info
1,2025-10-01,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
1,2025-10-05,ml,want_spike,High want-spending today,You are spending mostly on 'want' items today. Keep an eye on discretionary habits.,info
1,2025-10-05,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
1,2025-10-06,ml,overspend_day,Daily overspending alert,"You spent $168 today, which is much higher than your usual daily average of $31.",warn
1,2025-10-06,ml,early_cycle_overspend,Heavy spending early in pay cycle,"You're spending much faster than usual early in your pay cycle. If this continues, your money may not last until your next payday.",warn
1,2025-10-06,ml,risk_overspend,High overspending risk,You are at high risk of overspending based on your recent financial behavior.,critical
1,2025-10-07,ml,overspend_day,Daily overspending alert,"You spent $170 today, which is much higher than your usual daily average of $50.",warn
1,2025-10-07,ml,early_cycle_overspend,Heavy spending early in pay cycle,"You're spending much faster than usual early in your pay cycle. If this continues, your money may not last until your next payday.",warn
1,2025-10-07,ml,risk_overspend,High overspending risk,You are at high risk of overspending based on your recent financial behavior.,critical
1,2025-10-07,ml,risk_guilt_spending,High guilt-based spending risk,Your spending shows patterns of emotional or guilt-driven purchases.,warn
1,2025-10-07,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
1,2025-10-09,ml,risk_guilt_spending,High guilt-based spending risk,Your spending shows patterns of emotional or guilt-driven purchases.,warn
1,2025-10-09,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
1,2025-10-11,ml,risk_guilt_spending,High guilt-based spending risk,Your spending shows patterns of emotional or guilt-driven purchases.,warn
1,2025-10-11,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
1,2025-10-14,ml,overspend_day,Daily overspending alert,"You spent $475 today, which is much higher than your usual daily average of $83.",warn
1,2025-10-14,ml,risk_overspend,High overspending risk,You are at high risk of overspending based on your recent financial behavior.,critical
1,2025-10-14,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
1,2025-10-17,ml,overspend_week,Weekly overspending trend,Your recent weekly spending is more than 25% higher than your usual monthly level. You might be drifting off track.,warn
1,2025-10-17,ml,risk_guilt_spending,High guilt-based spending risk,Your spending shows patterns of emotional or guilt-driven purchases.,warn
1,2025-10-17,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
1,2025-10-18,ml,want_spike,High want-spending today,You are spending mostly on 'want' items today. Keep an eye on discretionary habits.,info
1,2025-10-18,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
1,2025-10-19,ml,overspend_week,Weekly overspending trend,Your recent weekly spending is more than 25% higher than your usual monthly level. You might be drifting off track.,warn
1,2025-10-19,ml,want_spike,High want-spending today,You are spending mostly on 'want' items today. Keep an eye on discretionary habits.,info
1,2025-10-19,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
1,2025-10-20,ml,overspend_day,Daily overspending alert,"You spent $236 today, which is much higher than your usual daily average of $128.",warn
1,2025-10-20,ml,overspend_week,Weekly overspending trend,Your recent weekly spending is more than 25% higher than your usual monthly level. You might be drifting off track.,warn
1,2025-10-20,ml,risk_overspend,High overspending risk,You are at high risk of overspending based on your recent financial behavior.,critical
1,2025-10-21,ml,risk_guilt_spending,High guilt-based spending risk,Your spending shows patterns of emotional or guilt-driven purchases.,warn
1,2025-10-21,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
1,2025-10-22,ml,want_spike,High want-spending today,You are spending mostly on 'want' items today. Keep an eye on discretionary habits.,info
1,2025-10-22,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
1,2025-10-23,ml,overspend_week,Weekly overspending trend,Your recent weekly spending is more than 25% higher than your usual monthly level. You might be drifting off track.,warn
1,2025-10-23,ml,risk_guilt_spending,High guilt-based spending risk,Your spending shows patterns of emotional or guilt-driven purchases.,warn
1,2025-10-23,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
1,2025-10-24,ml,overspend_week,Weekly overspending trend,Your recent weekly spending is more than 25% higher than your usual monthly level. You might be drifting off track.,warn
1,2025-10-25,ml,overspend_week,Weekly overspending trend,Your recent weekly spending is more than 25% higher than your usual monthly level. You might be drifting off track.,warn
1,2025-10-26,ml,want_spike,High want-spending today,You are spending mostly on 'want' items today. Keep an eye on discretionary habits.,info
1,2025-10-26,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
1,2025-10-27,ml,risk_guilt_spending,High guilt-based spending risk,Your spending shows patterns of emotional or guilt-driven purchases.,warn
1,2025-10-27,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
1,2025-10-28,ml,overspend_day,Daily overspending alert,"You spent $171 today, which is much higher than your usual daily average of $64.",warn
1,2025-10-28,ml,risk_overspend,High overspending risk,You are at high risk of overspending based on your recent financial behavior.,critical
1,2025-10-28,ml,risk_guilt_spending,High guilt-based spending risk,Your spending shows patterns of emotional or guilt-driven purchases.,warn
1,2025-10-28,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
1,2025-10-29,ml,want_spike,High want-spending today,You are spending mostly on 'want' items today. Keep an eye on discretionary habits.,info
1,2025-10-29,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
1,2025-10-31,ml,overspend_day,Daily overspending alert,"You spent $224 today, which is much higher than your usual daily average of $64.",warn
1,2025-10-31,ml,risk_overspend,High overspending risk,You are at high risk of overspending based on your recent financial behavior.,critical
1,2025-10-31,ml,risk_guilt_spending,High guilt-based spending risk,Your spending shows patterns of emotional or guilt-driven purchases.,warn
1,2025-10-31,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
1,2025-11-02,ml,overspend_day,Daily overspending alert,"You spent $210 today, which is much higher than your usual daily average of $101.",warn
1,2025-11-02,ml,overspend_week,Weekly overspending trend,Your recent weekly spending is more than 25% higher than your usual monthly level. You might be drifting off track.,warn
1,2025-11-02,ml,early_cycle_overspend,Heavy spending early in pay cycle,"You're spending much faster than usual early in your pay cycle. If this continues, your money may not last until your next payday.",warn
1,2025-11-02,ml,risk_overspend,High overspending risk,You are at high risk of overspending based on your recent financial behavior.,critical
1,2025-11-02,ml,weekend_spike,Weekend spending spike,Your weekend spending is significantly above your usual weekly levels.,warn
1,2025-11-03,ml,overspend_week,Weekly overspending trend,Your recent weekly spending is more than 25% higher than your usual monthly level. You might be drifting off track.,warn
1,2025-11-03,ml,want_spike,High want-spending today,You are spending mostly on 'want' items today. Keep an eye on discretionary habits.,info
1,2025-11-03,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
1,2025-11-05,ml,overspend_week,Weekly overspending trend,Your recent weekly spending is more than 25% higher than your usual monthly level. You might be drifting off track.,warn
1,2025-11-05,ml,risk_guilt_spending,High guilt-based spending risk,Your spending shows patterns of emotional or guilt-driven purchases.,warn
1,2025-11-05,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
1,2025-11-06,ml,overspend_week,Weekly overspending trend,Your recent weekly spending is more than 25% higher than your usual monthly level. You might be drifting off track.,warn
1,2025-11-06,ml,want_spike,High want-spending today,You are spending mostly on 'want' items today. Keep an eye on discretionary habits.,info
1,2025-11-06,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
1,2025-11-07,ml,want_spike,High want-spending today,You are spending mostly on 'want' items today. Keep an eye on discretionary habits.,info
1,2025-11-07,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
1,2025-11-08,ml,overspend_day,Daily overspending alert,"You spent $238 today, which is much higher than your usual daily average of $115.",warn
1,2025-11-08,ml,overspend_week,Weekly overspending trend,Your recent weekly spending is more than 25% higher than your usual monthly level. You might be drifting off track.,warn
1,2025-11-08,ml,early_cycle_overspend,Heavy spending early in pay cycle,"You're spending much faster than usual early in your pay cycle. If this continues, your money may not last until your next payday.",warn
1,2025-11-08,ml,risk_overspend,High overspending risk,You are at high risk of overspending based on your recent financial behavior.,critical
1,2025-11-08,ml,weekend_spike,Weekend spending spike,Your weekend spending is significantly above your usual weekly levels.,warn
1,2025-11-09,ml,risk_guilt_spending,High guilt-based spending risk,Your spending shows patterns of emotional or guilt-driven purchases.,warn
1,2025-11-11,ml,overspend_day,Daily overspending alert,"You spent $193 today, which is much higher than your usual daily average of $82.",warn
1,2025-11-11,ml,risk_overspend,High overspending risk,You are at high risk of overspending based on your recent financial behavior.,critical
1,2025-11-12,ml,risk_guilt_spending,High guilt-based spending risk,Your spending shows patterns of emotional or guilt-driven purchases.,warn
1,2025-11-12,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
1,2025-11-14,ml,want_spike,High want-spending today,You are spending mostly on 'want' items today. Keep an eye on discretionary habits.,info
1,2025-11-14,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
2,2025-09-15,ml,want_spike,High want-spending today,You are spending mostly on 'want' items today. Keep an eye on discretionary habits.,info
2,2025-09-15,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
2,2025-09-16,ml,overspend_day,Daily overspending alert,"You spent $265 today, which is much higher than your usual daily average of $103.",warn
2,2025-09-16,ml,risk_overspend,High overspending risk,You are at high risk of overspending based on your recent financial behavior.,critical
2,2025-09-17,ml,overspend_day,Daily overspending alert,"You spent $222 today, which is much higher than your usual daily average of $95.",warn
2,2025-09-17,ml,early_cycle_overspend,Heavy spending early in pay cycle,"You're spending much faster than usual early in your pay cycle. If this continues, your money may not last until your next payday.",warn
2,2025-09-17,ml,risk_overspend,High overspending risk,You are at high risk of overspending based on your recent financial behavior.,critical
2,2025-09-17,ml,want_spike,High want-spending today,You are spending mostly on 'want' items today. Keep an eye on discretionary habits.,info
2,2025-09-17,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
2,2025-09-18,ml,want_spike,High want-spending today,You are spending mostly on 'want' items today. Keep an eye on discretionary habits.,info
2,2025-09-18,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
2,2025-09-19,ml,overspend_day,Daily overspending alert,"You spent $562 today, which is much higher than your usual daily average of $201.",warn
2,2025-09-19,ml,early_cycle_overspend,Heavy spending early in pay cycle,"You're spending much faster than usual early in your pay cycle. If this continues, your money may not last until your next payday.",warn
2,2025-09-19,ml,risk_overspend,High overspending risk,You are at high risk of overspending based on your recent financial behavior.,critical
2,2025-09-19,ml,risk_guilt_spending,High guilt-based spending risk,Your spending shows patterns of emotional or guilt-driven purchases.,warn
2,2025-09-19,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
2,2025-09-20,ml,overspend_day,Daily overspending alert,"You spent $472 today, which is much higher than your usual daily average of $267.",warn
2,2025-09-20,ml,overspend_week,Weekly overspending trend,Your recent weekly spending is more than 25% higher than your usual monthly level. You might be drifting off track.,warn
2,2025-09-20,ml,power_saving_triggered,Power Saving Mode recommended,Your predicted runway is only 40 days versus your goal of 103 days. We recommend switching to a daily budget of about $88 to get back on track.,critical
2,2025-09-20,ml,risk_overspend,High overspending risk,You are at high risk of overspending based on your recent financial behavior.,critical
2,2025-09-20,ml,want_spike,High want-spending today,You are spending mostly on 'want' items today. Keep an eye on discretionary habits.,info
2,2025-09-20,ml,weekend_spike,Weekend spending spike,Your weekend spending is significantly above your usual weekly levels.,warn
2,2025-09-20,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
2,2025-09-21,ml,overspend_week,Weekly overspending trend,Your recent weekly spending is more than 25% higher than your usual monthly level. You might be drifting off track.,warn
2,2025-09-22,ml,overspend_week,Weekly overspending trend,Your recent weekly spending is more than 25% higher than your usual monthly level. You might be drifting off track.,warn
2,2025-09-22,ml,power_saving_triggered,Power Saving Mode recommended,Your predicted runway is only 63 days versus your goal of 103 days. We recommend switching to a daily budget of about $147 to get back on track.,critical
2,2025-09-23,ml,overspend_week,Weekly overspending trend,Your recent weekly spending is more than 25% higher than your usual monthly level. You might be drifting off track.,warn
2,2025-09-23,ml,power_saving_triggered,Power Saving Mode recommended,Your predicted runway is only 11 days versus your goal of 103 days. We recommend switching to a daily budget of about $144 to get back on track.,critical
2,2025-09-23,ml,want_spike,High want-spending today,You are spending mostly on 'want' items today. Keep an eye on discretionary habits.,info
2,2025-09-23,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
2,2025-09-24,ml,overspend_day,Daily overspending alert,"You spent $491 today, which is much higher than your usual daily average of $287.",warn
2,2025-09-24,ml,overspend_week,Weekly overspending trend,Your recent weekly spending is more than 25% higher than your usual monthly level. You might be drifting off track.,warn
2,2025-09-24,ml,early_cycle_overspend,Heavy spending early in pay cycle,"You're spending much faster than usual early in your pay cycle. If this continues, your money may not last until your next payday.",warn
2,2025-09-24,ml,risk_overspend,High overspending risk,You are at high risk of overspending based on your recent financial behavior.,critical
2,2025-09-24,ml,risk_guilt_spending,High guilt-based spending risk,Your spending shows patterns of emotional or guilt-driven purchases.,warn
2,2025-09-25,ml,overspend_week,Weekly overspending trend,Your recent weekly spending is more than 25% higher than your usual monthly level. You might be drifting off track.,warn
2,2025-09-25,ml,want_spike,High want-spending today,You are spending mostly on 'want' items today. Keep an eye on discretionary habits.,info
2,2025-09-25,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
2,2025-09-26,ml,risk_guilt_spending,High guilt-based spending risk,Your spending shows patterns of emotional or guilt-driven purchases.,warn
2,2025-09-26,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
2,2025-09-27,ml,risk_guilt_spending,High guilt-based spending risk,Your spending shows patterns of emotional or guilt-driven purchases.,warn
2,2025-09-27,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
2,2025-09-30,ml,overspend_day,Daily overspending alert,"You spent $390 today, which is much higher than your usual daily average of $148.",warn
2,2025-09-30,ml,risk_overspend,High overspending risk,You are at high risk of overspending based on your recent financial behavior.,critical
2,2025-09-30,ml,risk_guilt_spending,High guilt-based spending risk,Your spending shows patterns of emotional or guilt-driven purchases.,warn
2,2025-09-30,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
2,2025-10-01,ml,overspend_day,Daily overspending alert,"You spent $546 today, which is much higher than your usual daily average of $156.",warn
2,2025-10-01,ml,early_cycle_overspend,Heavy spending early in pay cycle,"You're spending much faster than usual early in your pay cycle. If this continues, your money may not last until your next payday.",warn
2,2025-10-01,ml,risk_overspend,High overspending risk,You are at high risk of overspending based on your recent financial behavior.,critical
2,2025-10-01,ml,risk_guilt_spending,High guilt-based spending risk,Your spending shows patterns of emotional or guilt-driven purchases.,warn
2,2025-10-01,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
2,2025-10-02,ml,want_spike,High want-spending today,You are spending mostly on 'want' items today. Keep an eye on discretionary habits.,info
2,2025-10-02,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
2,2025-10-03,ml,risk_guilt_spending,High guilt-based spending risk,Your spending shows patterns of emotional or guilt-driven purchases.,warn
2,2025-10-03,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
2,2025-10-04,ml,risk_guilt_spending,High guilt-based spending risk,Your spending shows patterns of emotional or guilt-driven purchases.,warn
2,2025-10-04,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
2,2025-10-06,ml,overspend_day,Daily overspending alert,"You spent $560 today, which is much higher than your usual daily average of $277.",warn
2,2025-10-06,ml,overspend_week,Weekly overspending trend,Your recent weekly spending is more than 25% higher than your usual monthly level. You might be drifting off track.,warn
2,2025-10-06,ml,power_saving_triggered,Power Saving Mode recommended,Your predicted runway is only 35 days versus your goal of 103 days. We recommend switching to a daily budget of about $190 to get back on track.,critical
2,2025-10-06,ml,risk_overspend,High overspending risk,You are at high risk of overspending based on your recent financial behavior.,critical
2,2025-10-06,ml,risk_guilt_spending,High guilt-based spending risk,Your spending shows patterns of emotional or guilt-driven purchases.,warn
2,2025-10-07,ml,overspend_week,Weekly overspending trend,Your recent weekly spending is more than 25% higher than your usual monthly level. You might be drifting off track.,warn
2,2025-10-07,ml,power_saving_triggered,Power Saving Mode recommended,Your predicted runway is only 11 days versus your goal of 103 days. We recommend switching to a daily budget of about $187 to get back on track.,critical
2,2025-10-07,ml,risk_guilt_spending,High guilt-based spending risk,Your spending shows patterns of emotional or guilt-driven purchases.,warn
2,2025-10-07,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
2,2025-10-09,ml,want_spike,High want-spending today,You are spending mostly on 'want' items today. Keep an eye on discretionary habits.,info
2,2025-10-09,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
2,2025-10-10,ml,want_spike,High want-spending today,You are spending mostly on 'want' items today. Keep an eye on discretionary habits.,info
2,2025-10-10,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
2,2025-10-11,ml,overspend_week,Weekly overspending trend,Your recent weekly spending is more than 25% higher than your usual monthly level. You might be drifting off track.,warn
2,2025-10-13,ml,want_spike,High want-spending today,You are spending mostly on 'want' items today. Keep an eye on discretionary habits.,info
2,2025-10-13,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
2,2025-10-15,ml,overspend_day,Daily overspending alert,"You spent $321 today, which is much higher than your usual daily average of $188.",warn
2,2025-10-15,ml,early_cycle_overspend,Heavy spending early in pay cycle,"You're spending much faster than usual early in your pay cycle. If this continues, your money may not last until your next payday.",warn
2,2025-10-15,ml,risk_overspend,High overspending risk,You are at high risk of overspending based on your recent financial behavior.,critical
2,2025-10-15,ml,risk_guilt_spending,High guilt-based spending risk,Your spending shows patterns of emotional or guilt-driven purchases.,warn
2,2025-10-15,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
2,2025-10-16,ml,overspend_day,Daily overspending alert,"You spent $588 today, which is much higher than your usual daily average of $232.",warn
2,2025-10-16,ml,early_cycle_overspend,Heavy spending early in pay cycle,"You're spending much faster than usual early in your pay cycle. If this continues, your money may not last until your next payday.",warn
2,2025-10-16,ml,risk_overspend,High overspending risk,You are at high risk of overspending based on your recent financial behavior.,critical
2,2025-10-16,ml,risk_guilt_spending,High guilt-based spending risk,Your spending shows patterns of emotional or guilt-driven purchases.,warn
2,2025-10-16,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
2,2025-10-17,ml,overspend_day,Daily overspending alert,"You spent $442 today, which is much higher than your usual daily average of $270.",warn
2,2025-10-17,ml,early_cycle_overspend,Heavy spending early in pay cycle,"You're spending much faster than usual early in your pay cycle. If this continues, your money may not last until your next payday.",warn
2,2025-10-17,ml,risk_overspend,High overspending risk,You are at high risk of overspending based on your recent financial behavior.,critical
2,2025-10-17,ml,want_spike,High want-spending today,You are spending mostly on 'want' items today. Keep an eye on discretionary habits.,info
2,2025-10-17,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
2,2025-10-18,ml,overspend_week,Weekly overspending trend,Your recent weekly spending is more than 25% higher than your usual monthly level. You might be drifting off track.,warn
2,2025-10-18,ml,risk_guilt_spending,High guilt-based spending risk,Your spending shows patterns of emotional or guilt-driven purchases.,warn
2,2025-10-18,ml,weekend_spike,Weekend spending spike,Your weekend spending is significantly above your usual weekly levels.,warn
2,2025-10-18,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
2,2025-10-19,ml,overspend_week,Weekly overspending trend,Your recent weekly spending is more than 25% higher than your usual monthly level. You might be drifting off track.,warn
2,2025-10-19,ml,risk_guilt_spending,High guilt-based spending risk,Your spending shows patterns of emotional or guilt-driven purchases.,warn
2,2025-10-20,ml,overspend_day,Daily overspending alert,"You spent $1223 today, which is much higher than your usual daily average of $465.",warn
2,2025-10-20,ml,overspend_week,Weekly overspending trend,Your recent weekly spending is more than 25% higher than your usual monthly level. You might be drifting off track.,warn
2,2025-10-20,ml,power_saving_triggered,Power Saving Mode recommended,Your predicted runway is only -79 days versus your goal of 103 days. We recommend switching to a daily budget of about $395 to get back on track.,critical
2,2025-10-20,ml,risk_late_night,High late-night spending risk,You may spend late tonight based on your past spending patterns.,warn
2,2025-10-20,ml,risk_overspend,High overspending risk,You are at high risk of overspending based on your recent financial behavior.,critical
2,2025-10-20,ml,emotional_spending,Emotional spending detected,You may be engaging in emotional spending today (wants + guilt are high).,info
2,2025-10-21,ml,overspend_week,Weekly overspending trend,Your recent weekly spending is more than 25% higher than your usual monthly level. You might be drifting off track.,warn
